id,ScrapperOrder,Link,ApartmentName,Address,RentStudio,Rent1BD,Rent2BDS,Rent3BDS,Rent4BDS,Rent5BDS,Images
129,1680717784-2290,https://www.zillow.com/b/one-archer-jamaica-ny-CJV6CR/,One Archer ," 92 160th St, Jamaica, NY","2,320","2,575","3,550",0,0,0,"https://photos.zillowstatic.com/fp/4185ea207a718dded09aeb08de3cc6db-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e1f5ba515d9b491da189e465e7df6b8b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8e067ebe9e20ec76dc16f000fc2447a6-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/bb64151dba09295af159ab98f0220acb-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/13f7f96b3d56bbf84eb6824dbe2d29a4-cc_ft_960.jpg"
130,1680717787-2295,https://www.zillow.com/b/jackson-park-long-island-city-ny-9j78gP/,Jackson Park ," 28 Jackson Ave, Long Island City, NY","3,112","3,346",0,0,0,0,"https://photos.zillowstatic.com/fp/7ab8ec1ee70b1d2740445e4939ce1bbd-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/32fb2e9cf0242f8c02a5ded876f2c92d-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8d9c5437fa658755d3de1ead43d659ca-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/46336996ddb98cc01308b465a0692ea0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8a50082f49b033bcc2034f563c4f9218-cc_ft_960.jpg"
131,1680717789-2300,https://www.zillow.com/b/avalon-midtown-west-new-york-ny-5XVMHG/,Avalon Midtown West ," 250 W 50th St, New York, NY","3,492","4,081","6,291",0,0,0,"https://photos.zillowstatic.com/fp/f9af2351f0b229f953050f20b41683db-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f5961cbb8dbf3a61dba6e1ff21879fd4-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/513c00725b7750794ee6f48a1a6d9b7c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c035264a8d6b086bc71a22a16f9089f9-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/fead1ef9482945668d2259a3656f6158-cc_ft_960.jpg"
132,1680717792-2305,https://www.zillow.com/b/the-lanthian-manhattan-ny-5Xj6v8/,The Lanthian ," 377 E 33rd St, New York, NY","4,102","4,448",0,"8,564",0,0,"https://photos.zillowstatic.com/fp/30a4f79a399ab5ddfc2f2aeae2e79689-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b73e25bd1a2e16240328cb68cbb7bf1d-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/00f1cdf154d2baddf027bde8cb8d7b0e-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/81840443641038b71f785d62f978090f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3f9e9a4e40adb886c054acf92a76c7c9-cc_ft_960.jpg"
133,1680717795-2310,https://www.zillow.com/b/the-dylan-new-york-ny-3LSS/,The Dylan ," 309 5th Ave, New York, NY","3,183","5,532","8,821",0,0,0,"https://photos.zillowstatic.com/fp/83784de4e80279bb34565585b94ee7a6-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/55d85fba0c181e581eda70c2bb1573a2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/5cb264f200dd83fc32551591c76e1b5a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/54a57ec37e726acfc18edbeed68002f6-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/817588ac3f87b6614c3a88e4f873761c-cc_ft_960.jpg"
134,1680717797-2315,https://www.zillow.com/b/the-chelsea-new-york-ny-5XT2qW/,The Chelsea ," 160 W 24th St, New York, NY","3,869","5,431","7,983",0,0,0,"https://photos.zillowstatic.com/fp/c279950e4482537bd44ef4f9f34deff6-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3c383d3e2e2a029cd2840f37b7c9d19b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/cb299f3cb56a359150042ad2c0f367eb-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/60e029a9af0e897ffbd053017af94b9b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ee53c9648ae52f6a01d3c33f89ec97ff-cc_ft_960.jpg"
135,1680717800-2320,https://www.zillow.com/b/marquis-apartments-new-york-ny-6XCQ/,Marquis Apartments ," 150 E 34th St, New York, NY","3,225","4,295","5,755",0,0,0,"https://photos.zillowstatic.com/fp/9ecb358598c7d00de940c7ce646fbeff-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c64b296570d43daf27368670c0a2d68b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/352d0c55fa596a440c7353d23c9f149a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/725957a6574b68216333f141abac2792-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a650eee74d08fc289d30069ee8d66dfe-cc_ft_960.jpg"
136,1680717802-2325,https://www.zillow.com/b/fairfield-manor-at-douglaston-douglaston-ny-5Y2wdF/,Fairfield Manor at Douglaston ," 43 Douglaston Pkwy, Little Neck, NY","1,795","2,345","2,795",0,0,0,"https://photos.zillowstatic.com/fp/5638b8adbe6787a69a20e1408047402b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7db6889771984c44475942531f4ec22c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/71e459ce4f78d60f91513352e4b1fc78-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1d8768e48edbb32253874e2c8c94d9f0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3d12c2f61732cca5ab76eb294653ac7b-cc_ft_960.jpg"
137,1680717805-2330,https://www.zillow.com/b/park-haven-place-jamaica-ny-9hbn6z/,Park Haven Place ," 88 153rd St, Jamaica, NY","1,700","2,199","2,599",0,0,0,"https://photos.zillowstatic.com/fp/3733b055bcf7fdb0631546ded8bd6c3f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ba9b11ae7666b43a705ba60fd59ede39-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4154fb600cf01bf20da04f1f321d64fe-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c72632eb4845de83b2ff15a1206a040a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f3debc2ee896f37d2669a70261f5cc0a-cc_ft_960.jpg"
138,1680717808-2335,https://www.zillow.com/b/avalon-clinton-new-york-ny-5XVMSF/,Avalon Clinton ," 515 W 52nd St, New York, NY","3,265","4,465","7,536",0,0,0,"https://photos.zillowstatic.com/fp/a875d8136b9e924ec4eceecfee94ab58-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4b068f09373e8b6fe13072b35ed4eeda-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/94643084dfd1a4173b9801232b8f9f5f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f6d75d78854209097f7ee7a8b4421cc0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c9e3cc6f32f6287b7950285ebef9d859-cc_ft_960.jpg"
139,1680717811-2340,https://www.zillow.com/b/waterside-new-york-ny-97QdBH/,Waterside ," 25 Waterside Plz, New York, NY","3,365","3,710","4,915","6,905",0,0,"https://photos.zillowstatic.com/fp/c5384b7a159b2584f23f0513efc50cfe-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3362b0f709de6aa88f37551401352765-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e889cd0e8e35fdd000ec25b78f2154c7-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/6c74f61342ce8af5e80febb61113f105-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/81abad8ba674a21eefd7c777938a7ace-cc_ft_960.jpg"
140,1680717814-2345,https://www.zillow.com/b/57-elmhurst-llc-elmhurst-ny-9jgb5j/,57 Elmhurst LLC ," 94-25 57th Ave, Elmhurst, NY","1,850","2,299","2,699","3,199",0,0,"https://photos.zillowstatic.com/fp/3db85180cfb8effea2a73c96f3aafe95-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1ca7b0140d6233a8749410feab220bae-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0c92e49ac93887c46f15582fd439c99a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/2fe8cee1ff60df130348fac9400a2bf4-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1b3d53cdc8ba8172b5c80cb050f256fe-cc_ft_960.jpg"
141,1680717816-2350,https://www.zillow.com/b/gotham-west-manhattan-ny-5XmBQy/,Gotham West ," 550 W 45th St, New York, NY","3,595","4,395","6,495","8,141",0,0,"https://photos.zillowstatic.com/fp/67353d6107b960e27d1dab81b0a83770-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b30692cb2c0c436676119a15bed7700b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1e484e4445fae1a863ee59a5d4b244f9-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/db37fe3db83dc494be505254ab5d7487-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/339bdf00feced12e0d55317b00bfd95f-cc_ft_960.jpg"
142,1680717819-2355,https://www.zillow.com/b/the-ashland-brooklyn-ny-65X6Ys/,The Ashland ," 250 Ashland Pl, Brooklyn, NY","3,575","4,399",0,0,0,0,"https://photos.zillowstatic.com/fp/65d8d1ba949d63b1c6687c7eef3a565a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d9a16564f6a8faeef1382c68c3a90975-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4fbf652565f1de2ae17fd42e79d98fc7-cc_ft_960.jpg"
143,1680717821-2358,https://www.zillow.com/b/345-e-94-apartments-new-york-ny-5Xj4MD/,345 E 94 Apartments ," 345 E 94th St, New York, NY",0,"4,190",0,0,0,0,"https://photos.zillowstatic.com/fp/8d034c1ec0c2fadc7ed9ee153bce5b5f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/da0a4666bdcab52dc2fe2cd13b61d5a1-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/2987ec3ea43f8c638b0d4172b7e39f4c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8c28b62387aad38500712587e5052005-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f94716d1f9c0d52e7df2af749ccd7307-cc_ft_960.jpg"
144,1680717823-2363,https://www.zillow.com/b/sven-lic-long-island-city-ny-C58vR2/,Sven LIC ," 29-59 Northern Blvd, Long Island City, NY","3,664","4,000","5,630","7,108",0,0,"https://photos.zillowstatic.com/fp/6d8c867225296ddf734ce644bfc54896-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/43159e9deb85f9846b070a37aca62974-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9773f1345e3911a2de8bcff19285bede-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9ddef1eda91d9a28c27d3c828369a4b9-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4dc16325d53b120faa5f1a9bdf948ebd-cc_ft_960.jpg"
145,1680717826-2368,https://www.zillow.com/b/staten-island-urby-staten-island-ny-65gZtv/,Staten Island Urby ," 7 Navy Pier Ct, Staten Island, NY","2,481","2,610",0,0,0,0,"https://photos.zillowstatic.com/fp/78c1a798994661258f2dcb0e7f6cb21e-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/65fb7897b02697d18f67f4e7dea54422-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0736ed27ac8b43f6b701553f9fe94fcc-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b1637b2660e70092a05d8aea5fe7d343-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d98b47d78c250aa82404227dd28c46ff-cc_ft_960.jpg"
